year,title,imdbRating,ratingCount,duration
1998,Star Trek: Der Aufstand (1998),6.4,47589,6180
1999,From Dusk Till Dawn 2: Texas Blood Money (Video 1999),3.9,11332,5280
1999,Titus (1999),7.3,15779,9720
5820,Torrente\,http://www.imdb.com/title/tt0120868/,6.9,6979
1998,John Carpenters Vampires (1998),6.1,36444,6480
1998,Velvet Goldmine (1998),7,23764,7440
1940,Wyoming (1940),6.6,87,5280
1998,Leslie Nielsen ist sehr verdächtig (1998),5.9,15102,5220
1998,Zero Effect (1998),7.1,11467,6960
1999,Fantasia 2000 (1999),7.3,22102,4440
1941,Wirbelwind der Liebe (1941),7.9,6599,6660
1991,The Jerry Springer Show (TV Series 1991– ),3.8,2790,3600
1991,The Maury Povich Show (TV Series 1991– ),4.3,1154,3600
1993,White Fang (TV Series 1993– ),6.8,77,1560
2005,Corpse Bride - Hochzeit mit einer Leiche (2005),7.4,140333,4620
1963,Dinner for One (TV Short 1963),8,3802,1080
1989,Dragon Ball Z: Doragon bôru zetto (TV Series 1989–1996),8.8,21798,1500
1904,The Great Train Robbery (1904),7.1,233,
1920,Buster Keaton als Sträfling (1920),7.1,1474,1200
1941,Die Marx Brothers im Kaufhaus (1941),6.6,3252,4980
1997,South Park (TV Series 1997– ),8.9,167004,1320
1995,Baazi (1995),6.7,1026,10980
1997,Gadjo Dilo - Geliebter Fremder (1997),7.6,5341,6120
1996,Kablam! (TV Series 1996–2000),8,1432,1800
1989,ChaalBaaz (1989),6.8,664,
1982,Coming Soon (Video 1982),5.7,98,3300
4440,Blue\,http://www.imdb.com/title/tt0033408/,6.7,137
1999,Ein perfekter Ehemann (1999),6.9,11335,5820
1955,Istoria mias kalpikis liras (1955),8.4,1060,7620
1997,Ovosodo (1997),7.4,1603,6000
1998,Why Do Fools Fall in Love (1998),6.2,2517,6960
1997,Heung Gong jai jo (1997),7.7,1128,6480
1941,Die Braut kam per Nachnahme (1941),7.1,1729,5520
1997,The View (TV Series 1997– ),3.1,3291,3600
1997,Der Mann im Lift (1997),5.4,157,5400
1995,Die Muppets unterm Weihnachtsbaum (TV Short 1995),6.3,127,1800
1997,Two Girls and a Guy (1997),5.6,5364,5040
1941,Buck Privates (1941),7.4,2807,5040
1999,Eve und der letzte Gentleman (1999),6.5,41484,6720
1977,Eruption (1977),7.6,88,4920
1998,Für das Leben eines Freundes (1998),6.9,10455,6660
1989,Fejezetek a film történetéböl A német film 1933-ig (TV Episode 1989),,,
1990,Fejezetek a film történetéböl A szovjet film 1953-1970 (TV Episode 1990),,,
1990,Fejezetek a film történetéböl A neorealizmus (TV Episode 1990),,,
1997,I Think I Do (1997),6.8,1333,5400
1992,Mushketyory 20 let spustya (1992),6.4,268,
5160,Komm\,http://www.imdb.com/title/tt0033477/,7.1,979
1998,Paulie - Ein Plappermaul macht seinen Weg (1998),6.4,9836,5460
1997,Pitch (1997),6.7,474,4860
1985,He-Man - Im Tal der Macht (TV Series 1983–1985),7.4,8494,1800
1997,Bara prata lite (1997),7,698,840
1988,Cautatorii de aur (1988),5.6,33,
1941,Arzt und Dämon (1941),6.9,5236,5400
1999,Santitos (1999),6.8,445,6300
1998,Kreuz und queer (1998),6.6,2618,5760
1992,Deewana (1992),7,2984,
2000,Waking the Dead (2000),6.8,5441,6300
1998,Jackie Chan ist Nobody (1998),6.8,22175,7200
1996,Hetty Wainthropp Investigates (TV Series 1996–1998),7.5,530,4500
1997,Team Knight Rider (TV Series 1997–1998),4.6,560,3600
1998,Ich kann's kaum erwarten (1998),6.5,32976,6000
1998,Jay und die Affenbande (1998),6.2,386,6060
1998,e-m@il für Dich (1998),6.5,122420,7140
1941,Die Abenteurerin (1941),6.6,622,4740
1998,Verrückt nach Mary (1998),7.1,208660,7140
1988,Saber Rider und die Star Sheriffs (TV Series 1987–1988),8.4,1272,1800
1997,Eastwood on Eastwood (TV Movie 1997),7.1,201,4080
1998,Ich weiß noch immer was Du letzten Sommer getan hast (1998),4.5,46536,6000
1964,Zatôichi senryô-kubi (1964),7.4,642,4980
1998,Merlin (TV Mini-Series 1998),7.1,15982,10920
1973,Tom (1973),5.6,108,4920
2000,Dinosaurier (2000),6.4,30562,4920
1999,Bowfingers große Nummer (1999),6.4,50568,5820
1937,Hindenburg Disaster Newsreel Footage (1937),7.2,345,300
1920,Dr. Jekyll and Mr. Hyde (1920),7.1,2796,2940
1941,49th Parallel (1941),7.5,3645,7380
1998,I Got the Hook Up (1998),3.8,1433,5580
1938,Inside Nazi Germany (1938),6.4,116,960
1999,Das schnelle Geld - Die Nick Leeson-Story (1999),6.3,6805,6060
1999,Wing Commander (1999),4,13234,6000
1997,Die Biber Brüder (TV Series 1997–2001),7.5,6564,1800
1998,Die Sportskanonen (1998),6.6,42932,6180
1976,All This and World War II (1976),6.1,124,5280
1999,Rettet Mrs. Tingle (1999),5.2,15612,5760
1998,New Rose Hotel (1998),4.7,3165,5580
1980,The Gong Show (TV Series 1976–1980),6.8,312,1800
1941,Urlaub vom Himmel (1941),7.8,3487,5640
1975,What's My Line? (TV Series 1968–1975),7.5,67,1800
1997,Annabell und die fliegenden Rentiere (Video 1997),7,815,3240
1923,Der Mann mit der eisernen Maske (1923),7.5,29,
1998,Rugrats - Der Film (1998),5.8,11114,4740
1999,Der talentierte Mr. Ripley (1999),7.3,113354,8340
1980,The Sweater (1980),7.5,400,600
1999,Mystery - New York: Ein Spiel um die Ehre (1999),6.6,20197,7140
1998,Dich kriegen wir auch noch! (1998),5.5,15089,5040
2000,Traumpaare: Duets (2000),6,7421,6720
1998,Psycho Sisters (1998),4.1,197,5760
1998,Rasen (1998),5.4,1643,5820
1997,Tre uomini e una gamba (1997),7.4,3616,6000
1989,Venus Senki (1989),6.9,770,6120
1999,Bang Boom Bang - Ein todsicheres Ding (1999),7.7,5678,6600
1940,Fuzzy außer Rand und Band (1940),6.4,32,3420
1996,English Babu Desi Mem - Der Junge aus England und das Indische Mädchen (1996),4.7,1200,10200
1997,Koyla (1997),6.2,4097,9960
1986,Press Your Luck (TV Series 1983–1986),7.5,244,1800
1996,Quack Pack - Onkel D. und die Boys (TV Series 1996–1997),7,1944,1800
1993,Maya (1993),5.8,1152,7800
1981,Hyakujû-ô Goraion (TV Series 1981– ),7.7,60,
1982,Kikô Kantai dairugger XV (TV Series 1982– ),2.8,25,1500
1954,Das Testament des Grafen von Monte Christo (1954),6.2,25,
1999,Verlockende Falle (1999),6.2,73111,6780
1972,Santa and the Ice Cream Bunny (1972),1.3,666,5760
1999,Die Killerhand (1999),6.2,29990,5520
1998,Kurt & Courtney (1998),6.2,4197,5700
1997,X-Factor (TV Series 1997–2002),8.1,2429,3600
1998,Hercules (TV Series 1998–1999),6.6,6783,1800
1941,Die ewige Eva (1941),7.8,745,5400
1999,Inferno (1999),5,6053,5700
1999,Go! Das Leben beginnt erst um 3.00 Uhr morgens (1999),7.3,54648,6120
1999,Lake Placid (1999),5.6,35274,4920
1997,Besuch am Meer (1997),6.9,1510,3120
1999,Ein wahres Verbrechen (1999),6.5,21417,7620
1979,Ultima noapte de dragoste (1979),7.4,362,6600
1982,Wilhelm Cuceritorul (1982),7.1,85,10800
2012,Top of the Pops (TV Series 1964–2012),7,301,1800
1999,The Thirteenth Floor (1999),7,40589,6000
1969,A Compadecida (1969),7.1,18,5520
1998,Air Bud: Golden Receiver (1998),4.3,3612,5400
1942,Any Bonds Today? (1942),5.9,202,180
1998,Palwolui Christmas (1998),7.8,2406,5820
1998,Central Station (1998),8,25601,6480
1999,Auf die stürmische Art (1999),5.3,22877,6300
1998,Jack Frost - Der coolste Dad der Welt! (1998),5.1,19212,6060
1999,Inspektor Gadget (1999),4.1,30306,4680
5460,Der Golem\,http://www.imdb.com/title/tt0011237/,7.3,3977
1997,Wild Man Blues (1997),7,1727,6300
1997,Teletubbies (TV Series 1997–2001),3.2,3291,1680
1997,Afro Promo (1997),3.5,10,
1999,Corruptor - Im Zeichen der Korruption (1999),6,13823,6600
1999,Resurrection - Die Auferstehung (1999),6.1,6568,6180
1998,Batman & Mr. Freeze: Eiszeit (Video 1998),7.2,5930,4200
1992,Playboy Celebrity Centerfold: Jessica Hahn (Video 1992),5.8,42,3180
1997,Xiao Wu (1997),7.5,984,6480
1998,Chucky und seine Braut (1998),5.3,32924,5340
1999,Ich liebe Dick (1999),6.2,14630,5640
2000,Familie Klumps und der verrückte Professor (2000),4.3,33627,6360
1999,Carrie 2 - Die Rache (1999),4.5,11604,6240
2000,Highlander: Endgame (2000),4.5,13932,5220
1999,Sunshine - Ein Hauch von Sonnenschein (1999),7.5,10052,10860
1994,Tangents (1994),2.3,2274,5340
1999,Stigmata (1999),6.2,48481,6180
1999,Two Hands (1999),7.2,7107,6180
2014,Popeye the Sailor (TV Series 1960–2014),7.2,3011,1800
1999,Austin Powers - Spion in geheimer Missionarsstellung (1999),6.6,151211,5700
1972,Hellé (1972),7.6,58,5700
1998,Babylon 5: Der Fluß der Seelen (TV Movie 1998),6.5,2618,5640
2001,Lara Croft: Tomb Raider (2001),5.7,126134,6000
1998,Düstere Legenden (1998),5.4,41260,5940
1934,Aladdin and the Wonderful Lamp (1934),6.1,85,480
1999,Babylon 5: Waffenbrüder (TV Movie 1999),7.1,3360,5640
2000,High Fidelity (2000),7.6,121319,6780
1998,Die Stimme ihres Lebens (1998),7,12651,5820
1941,Never Give a Sucker an Even Break (1941),7.5,1412,4260
1999,Batman of the Future (TV Series 1999–2001),8.1,12436,1380
5820,10 Dinge\,http://www.imdb.com/title/tt0147800/,7.2,170267
1983,Der Herzensbrecher (1983),4,49,6000
1998,Steve McQueen: The King of Cool (TV Movie 1998),7.7,82,
1998,Still Crazy (1998),7.1,5796,5700
1998,Die Schwanenprinzessin und das verzauberte Königreich (1998),5.5,922,4260
1999,Deep Blue Sea (1999),5.7,82992,6300
1998,Tri palme za dve bitange i ribicu (1998),7.5,1376,6180
1976,Great Performances: Dance in America (TV Series 1976– ),7,23,
1941,Akkorde der Liebe (1941),7.2,3717,7140
1999,Futurama (TV Series 1999– ),8.7,100293,1320
1990,Aashiqui (1990),6.2,882,9120
2000,All die schönen Pferde - All the Pretty Horses (2000),5.8,10262,6960
1954,Destination Magoo (1954),6.6,24,
1999,Doppelmord (1999),6.3,48472,6300
1998,Raus aus Åmål (1998),7.7,37908,5340
1992,The Godfather Trilogy: 1901-1980 (Video 1992),9,11215,34980
1931,The Great Gay Road (1931),,,5280
1946,Loose in a Caboose (1946),5.7,19,
1951,The Metro-Goldwyn-Mayer Story (1951),6.9,51,3600
1941,Der Seewolf (1941),7.6,1975,6000
1998,El milagro de P. Tinto (1998),7.3,2171,6360
1998,Mein Name ist Joe (1998),7.5,5317,6300
1999,Ungeküsst (1999),6,57044,6420
1985,Ram Teri Ganga Maili (1985),6.8,544,10680
1967,Sissy Sheriff (1967),5.6,20,360
1999,Taal (1999),6.8,2994,10740
1998,Taxi (1998),6.9,52081,5160
2000,Wirey Spindell (2000),4.5,384,6060
1980,ABC News Nightline (TV Series 1980– ),6.3,166,1800
1998,CatDog (TV Series 1998–2005),6.6,8748,
1990,Awwal Number (1990),5.5,603,
1998,Idioten (1998),6.9,19533,7020
1999,8 ½ Women (1999),5.8,3045,7080
1941,Der Schatten des dünnen Mannes (1941),7.3,3142,5820
1979,Bugs Bunny's Thanksgiving Diet (TV Short 1979),6.8,51,1800
1998,Eine wüste Bescherung (1998),5.3,5290,5160
1999,Der zuckersüße Tod (1999),5.3,15028,4680
1999,Wishmaster 2 - Das Böse stirbt nie (Video 1999),5.2,4820,5760
1940,Der ewige Jude (1940),4.7,1371,3720
1988,Kabzaa (1988),6.4,101,
1973,Kamen Raidâ bui surî (TV Series 1973– ),6.4,44,1800
1920,Neighbors (1920),7.7,1808,1080
1941,Abrechnung in Shanghai (1941),6.8,1757,5700
1998,Die letzte Nacht (1998),7.3,7492,5700
1999,The Suburbans - The Beat Goes On (1999),4.3,1843,4860
1998,Die Kinder von Beirut (1998),7.7,1870,6300
1998,Will & Grace (TV Series 1998–2006),7.2,29938,1380
2000,2002 - Durchgeknallt im All (2000),3.2,8408,5940
1941,Verfluchtes Land (1941),7,1006,5880
1999,Sweet and Lowdown (1999),7.3,23552,5700
1998,Charmed - Zauberhafte Hexen (TV Series 1998–2006),7,41633,2520
1976,The American Film Institute Presents a Salute to William Wyler (1976),7.4,111,7200
1997,Behind the Music (TV Series 1997– ),7.4,379,
1998,Sex and the City (TV Series 1998–2004),6.9,61604,1800
1981,Kidô senshi Gandamu (1981),7.5,605,8220
1981,Kidô senshi Gandamu II: Ai senshihen (1981),7.4,434,8340
1982,Kidô senshi Gandamu III: Meguriai sorahen (1982),7.7,469,8640
1997,Antiques Roadshow (TV Series 1997– ),7.4,504,
1941,Sullivan's Travels (1941),8.2,14709,5400
1971,Great Performances (TV Series 1971– ),7.7,344,7920
1984,Jeopardy! (TV Series 1984– ),8.4,2656,1800
1983,Mahô no purinsesu Minkî Momo (TV Series 1982–1983),7.2,35,1500
2000,The Art of War (2000),5.7,23127,7020
2002,D-Tox - Im Auge der Angst (2002),5.2,17069,5760
1999,A Dog of Flanders (1999),6.3,711,6000
1998,First Wave - Die Prophezeiung (TV Series 1998–2001),7.2,2306,2580
1998,Into the Breach: 'Saving Private Ryan' (Video 1998),6.8,294,1500
2000,Ein ganz gewöhnlicher Dieb (2000),6.4,9937,5580
2000,Tiefe der Sehnsucht (2000),5.5,2477,6300
1999,Eine wie keine (1999),5.8,54208,5700
2001,Schlimmer geht's immer! (2001),5.4,10795,5640
1941,Tarzans geheimer Schatz (1941),7,2054,4860
5880,Happy\,http://www.imdb.com/title/tt0162360/,6.3,8266
1997,Mr. & Mrs. Khiladi (1997),6,1040,
1999,Trick (1999),7.2,5928,5340
1998,Der Kaiser und sein Attentäter (1998),7.3,4927,9720
1998,Get Real - Von Mann zu Mann (1998),7.8,8982,6480
1941,Ehekomödie (1941),6.9,1350,5040
2001,Jurassic Park III (2001),5.9,154092,5520
6960,Die Braut\,http://www.imdb.com/title/tt0163187/,5.4,59779
1969,The Secret Service (TV Series 1969),7.3,51,1800
1998,Whose Line Is It Anyway? (TV Series 1998–2013),8.8,21641,1800
1999,Der Chill Faktor (1999),5.2,7891,6120
1998,All Saints (TV Series 1998– ),7.1,670,3600
1998,Martial Law - Der Karate-Cop (TV Series 1998–2000),7.1,1358,2700
1941,Sein letztes Kommando (1941),7.3,3649,8400
2000,Hollow Man - Unsichtbare Gefahr (2000),5.7,88613,6720
2002,Der Anschlag (2002),6.4,74676,7440
1998,Duplicate (1998),5.4,3510,9840
2001,Vidocq (2001),6.5,15947,5880
1941,Tillie the Toiler (1941),,,4020
1999,Alice im Wunderland (TV Movie 1999),6.2,5536,9000
1977,Kenka karate kyokushinken (1977),6.7,284,5100
2002,Highway (2002),6.3,4402,5820
1998,Brimstone (TV Series 1998–1999),8.2,1161,3600
1998,King of Queens (TV Series 1998–2007),7.5,47139,1320
1998,Die Wilden 70er (TV Series 1998–2006),8.2,87732,1440
1999,Detroit Rock City (1999),6.8,27539,5700
5220,Tom\,http://www.imdb.com/title/tt0034299/,6.7,670
2002,Interstate 60 (2002),7.7,19711,6960
1999,The Limey (1999),7.1,21823,5340
1999,Das sonderbare Liebesleben der Erdlinge (1999),6.4,5162,5280
1998,Sports Night (TV Series 1998–2000),8.5,4651,1800
1971,The Thorn (1971),6.5,43,5580
1920,One Week (1920),8.2,3574,1500
1941,Weekend for Three (1941),6.1,92,3900
1931,The House That Shadows Built (1931),7.3,36,3300
2001,Monkeybone (2001),4.7,12611,5580
1998,No se lo digas a nadie (1998),7.1,1103,7200
1998,Lang lebe Ned Devine! (1998),7.4,19071,5460
1999,Anna und der König (1999),6.7,27566,8880
1941,Der Wolfsmensch (1941),7.4,12731,4200
1998,Charlie - Eine himmlische Weihnachtsgeschichte (Video 1998),3.7,714,4380
1998,Belles zauberhafte Welt (Video 1998),5.4,940,5520
1998,Der beste Vater der Welt (1998),5,3068,5520
1998,Progeny (1998),4.7,973,5880
1999,Superstar - Trau' dich zu träumen (1999),4.9,12938,4860
2004,Thunderbirds (2004),4.2,9616,5700
1998,Cousin Skeeter (TV Series 1998–2001),7.1,657,1800
1998,Expedition der Stachelbeeren (TV Series 1998–2004),6.8,6221,1800
1998,Alice im Spiegelland (TV Movie 1998),5.8,981,4980
1999,Die Silicon Valley Story (TV Movie 1999),7.2,16834,5700
1997,Poketto Monsutâ (TV Series 1997–2002),6.9,6233,1320
1997,The Roseanne Show (TV Series 1997–2000),4,119,3600
1941,You'll Never Get Rich (1941),6.9,1294,5280
1998,The Secret Diary of Desmond Pfeiffer (TV Series 1998– ),4.1,73,1800
,Clark Gable: Tall\,http://www.imdb.com/title/tt0168590/,7.1,62
2002,Antwone Fisher (2002),7.3,22475,7200
1996,Erdferkel Arthur und seine Freunde (TV Series 1996– ),7.4,6427,1800
1994,Inside the Actors Studio (TV Series 1994– ),8.8,3450,3900
1941,Mädchen im Rampenlicht (1941),6.8,1536,7920
1997,Shin seiki Evangelion Gekijô-ban: Shito shinsei (1997),7.6,5593,6060
1983,Winnie Puuh und I-Aahs Geburtstag (1983),7.1,819,1500
1982,Blackstar (TV Series 1981–1982),7,292,1800
1966,Il conte di Montecristo (TV Mini-Series 1966),7.9,22,28800
2000,Hamlet (2000),6,7294,6720
1941,Babes on Broadway (1941),6.8,797,7080
2000,Nurse Betty - Gefährliche Träume (2000),6.3,28188,6600
1998,Timmy und das Geheimnis von Nimh (Video 1998),3.4,1023,3960
1998,Die neue Addams Familie (TV Series 1998–1999),6.4,753,1800
1996,Chaahat (1996),5.1,1354,
1992,Daulat Ki Jung (1992),6,353,
1999,Die Geschichte der Dorothy Dandridge (TV Movie 1999),7,2317,6660
1999,Das Ende einer Affäre (1999),7.2,15401,6120
1995,Guddu - Eine Liebe mit Hindernissen (1995),4.3,1250,
1993,Izzat Ki Roti (1993),5.5,37,
1998,Hochzeit auf Indisch (1998),7.9,20445,10620
1998,Major Saab (1998),5.1,1213,9900
1992,Raju Ban Gaya Gentleman (1992),7,3613,
1942,Schlacht um Midway (1942),6.6,514,1080
1990,Tum Mere Ho (1990),5.6,302,7740
1998,S.P.Q.R. (TV Series 1998– ),6,23,5400
1985,Document of the Dead (1985),6.7,471,5460
1971,Midnight Hard (1971),,,
1977,Pentru patrie (1977),7.4,140,11520
1968,Der Rächer aus dem Sarg (1968),5.9,140,
1999,Svitati (1999),3.5,674,5100
2000,Whipped - Vernascht (2000),4.4,3552,4920
1942,The Big Street (1942),6.4,759,5280
1998,Becker (TV Series 1998–2004),7.3,8137,1800
1998,Aldrich Ames: Traitor Within (TV Movie 1998),6.4,243,6000
2000,Es begann im September (2000),5.4,17387,6180
1973,Gorugo 13 (1973),6.7,102,6240
1998,The Powerpuff Girls (TV Series 1998–2005),7.1,14536,1800
1991,Providence (1991),6.3,93,
2000,Scary Movie (2000),6.2,152224,5280
1942,Helden der Lüfte (1942),6.5,843,6840
1960,ITV Play of the Week The Night of the Big Heat (TV Episode 1960),,,5400
1967,Patthar Ke Sanam (1967),7.1,68,8160
1983,Tempo di viaggio (TV Movie 1983),7.3,648,3720
1981,American Playhouse (TV Series 1981– ),7.4,95,
1998,Pokémon (TV Series 1998– ),7.3,15936,1800
1951,Challenge the Wilderness (1951),5.9,80,660
1997,Hollywood Aliens & Monsters (TV Movie 1997),6,103,5880
2000,Mit aller Härte (2000),5.3,538,6240
1985,Super Mario Bros. (Video Game 1985),9,2160,
1998,Godzilla: The Series (TV Series 1998–2000),6.9,1037,1800
1894,Dickson Experimental Sound Film (1894),6.8,965,22
1999,Providence (TV Series 1999–2002),6.8,1156,3600
1979,Has Anybody Here Seen Canada? A History of Canadian Movies 1939-1953 (TV Movie 1979),6,42,5100
1999,Mansfield Park (1999),7.1,11988,6720
1942,Katzenmenschen (1942),7.5,10129,4380
1999,Weil ich ein Mädchen bin (1999),6.5,17035,5100
1997,Histoire(s) du cinéma: Fatale beauté (Video 1997),7.4,474,1680
1998,Histoire(s) du cinéma: La monnaie de l'absolu (Video 1998),7.4,434,1620
6240,South of Heaven\,http://www.imdb.com/title/tt0179473/,4.1,1091
1991,Tim und Struppi (TV Series 1991–1992),8.3,9556,1800
1977,Double Dare (TV Series 1976–1977),6.8,45,1800
1961,I Aliki sto Naftiko (1961),6.3,625,5400
1942,The Corpse Vanishes (1942),4.2,1812,3840
1973,L'an 01 (1973),5.6,271,5400
1986,Macskafogó (1986),8.3,5800,5760
2000,Quills - Macht der Besessenheit (2000),7.4,39696,7440
1997,Tenacious D: The Complete Master Works (TV Series 1997–2000),8.2,2494,1800
1999,Women Talking Dirty (1999),6.3,486,5820
1986,Druga Zikina dinastija (1986),7.3,595,5400
1999,In China essen sie Hunde (1999),7.6,13338,5460
1942,The Dawn Express (1942),4.7,72,3240
2000,Bossa Nova (2000),6.5,1475,5700
1998,Tekken 3 (Video Game 1998),8.3,941,
2000,Good Vibrations - Sex vom anderen Stern (2000),5.6,7342,6300
1988,This Morning (TV Series 1988– ),5,246,7200
1984,Thundarr the Barbarian (TV Series 1980–1984),7.6,536,1800
1999,American Movie (1999),7.9,12139,6420
2000,Bar Hopping (TV Movie 2000),4.1,140,5340
1999,Der Diamanten-Cop (1999),6.2,52182,5580
1942,Sabotageauftrag Berlin (1942),6.9,1204,6420
1999,Est-Ouest - Eine Liebe in Rußland (1999),7.5,3562,7260
1999,Stealth Fighter (1999),3.6,703,5280
2000,Almost Famous - Fast berühmt (2000),8,171052,7320
2000,Ri$iko - Der schnellste Weg zum Reichtum (2000),7,35977,7200
2001,Copy Shop (2001),7.4,1118,720
1942,The Fleet's In (1942),6.9,246,5580
1990,Miles Turns 21 (TV Movie 1990),4.5,6,2760
1996,The Adam and Joe Show (TV Series 1996–2001),8.4,374,1500
1999,Movie Stars (TV Series 1999– ),5.8,70,1800
1999,Hausmeister Stubbs (TV Series 1999–2001),6.6,2710,1800
2000,Mission to Mars (2000),5.5,52891,6840
1976,Mädchen im Nachtverkehr (1976),5.7,63,4140
1993,Oglinda (1993),7.4,299,9600
1942,Unternehmen Tigersprung (1942),6.8,2158,5400
2001,Ritter aus Leidenschaft (2001),6.9,113302,7920
2000,Taxi Taxi (2000),6.4,33859,5280
